text,label
9wd nta yzby ak meamer b les meufs f tes dm jay t9lwi elina hna,1
9wd swaye3 *قبضه*,1
a 1 jour après toi bordel,1
à 10h il y a la messe zebi,1
a 2 doigts de casser une table là,0
a 230 dans le gtd zebi,1
a bah ça cétait violent *فرح* *تنهد*,0
a bah pour du mixage sa prend du temps 2012 on attend zebi,1
a cause de ta go zebi,1
à croire ils ont des trucs à faire zebi,1
a deux doigts de se faire attaquer par un sanglier zebi,1
a fond zebi livrée à eux meme réellement,1
a force de gérer des mecs sur les réseaux tu commences à bien écrire,0
a ghawto had lmatch dial nole 9lawi dial n7ass,1
a kifach azbi 92 wahd mkchi f space,1
a la base on mangeait de la viande crue on utilisait des silex et tout pq on s’est compliqué la vie avec les études zebi,1
a la matgoulhach,0
a mais zebi je vois rien,1
a makayn la crush la walo a zebi *فرح*,1
a mcdo grand litto zebi,1
a mela zebi howa,1
a moi la télé zebi,1
a new token is going to the moon not the zebi token *ابتسامه عرق*,1
a part si tu parle de lui proposer des bails sombres jsp,0
a peine j’ai mis le son pr te l’envoyer j’ai 3 larmes qui ont coulé sa mère là pute marre d’être une agag faible zebi,1
a zebi ma3rft chkoun hada li fach kandir lkit kayji ydwi m3aya,1
a zebi malkoum *فرح*,1
a z나 سالك وبترد الباك تابعني اتابعك كل الحسابات الصغيره سهرانين متضيعوش وقت,0
ach a wlad l9hab bghitouni nfiye9 khalti bach tgoulikoum ch7al dayr toub dyal lmla7ef,1
ach dani w3lach mchit,0
ach had l9lawi azbi kifach mn zara profilk dayr liha ama ret ou ana knt na3ss,1
achat revente eriksen,0
achete moi le pass zebi,1
acheté moi un kdo zebi,1
achete un coeur ya zebi,1
actuellement j’devrais être entrain de danser en soirée mais je suis dans mon lit zebi,1
add zebi tu comprendar pas l español,1
adulting sucks ya zebi,1
aggrave pas mon cas zebi,1
agreed but that was some middle school type stuff to end the game haha,0
ah arrêt cardiaque ah oe zebi,1
ah ma3raftch 3lach hta 4g m9awda 3la rabha,1
ah mais en vrai ça va t es bien attend c est loin de ouf ton grand oral zebi force bg tu vas tout dead,1
ah mais je croyais c’était de l’ironie moi zebi,1
ah mais totalement mais attend mec le pauvre tu te rend compte *صرخه*,0
ah mais voilà met le contexte sinon on crois tu pleure parce quil dit quil va ejaculer zebi,1
ah oe il maitrise l’anglais trop relou,0
ah oe mdr jsusi con zebi,1
ah ok tu parlais a qui zebi,1
ah okk je vois ou t’en est vivement qu’il reprennent la zebi,1
ah okk zebi dsl jss con,1
ah okok javais vu un thread à lépoque sûrement du fake zebi,1
ah ouai ca me parait simple et compliqué à la fois j’ai essayé une fois j’inversais tous les boutons zebi *فرح* *فرح*,1
ah ouais je disparais zebi,1
ahahahahhahaha yakho nikmo jcp pq balak ki chafthoum mea 3h te3 sbah wela maelabalich lmouhim nik zebi,1
ahahahhaah mais t’es une merde,1
ahahahsjwjsjqhahahsjshwhqha zebi c vrai ca dégoûté cétait la promesse dune ptn de carrière *متامل* *متامل*,1
ahahhaha j’ai honte mais c si vrai zebi,1
ahay kayn ass pics give me some yall,1
ahh bh chui fort zebi,1
ahh ouais je vois la ça prend une tournure de fou zebi,1
ahh zebi jvais nehess,1
ahhaha tg,0
ahhahaha tg,0
ahh lourd zebi,1
ahlan ahlan si anas wld l97ba,1
ahyata diti m3ak ta mouchtek al97ba,1
aicha 9endicha and other fun stories to end the night,0
aidez moi à vendre mon compte lvl 450 zebi,1
aïe aïe aïe aujourdhui grand oral blanc jai rien branler on vas y aller au talents zebi,1
aie aie aie jcrois bien ptn zebi,1
aimanté zebi,1
ajd j’ai fait le pansement le plus hard de ma vie omg,0
aji kifach le real joue d*حقوق النشر* j demain aw ce n‚Äôest le barßa qui devrait jouer avant,0
aji love me ana al97ba,1
ajwed art avec le fot putain zebi,1
akame ga kill aura ma peau,0
akhi je voulais t’inviter à mon mariage fais un effort zebi,1
akhir haja tfker dirha hiya tfak chi mtayfa dyal had joj,0
al andalusgt الاندلس,0
al9lawi this is my worst nightmare,1
alaure ke ta kilotte hm ya zebi jla boufe artchounimek,1
albedo et xiao dans la théière ils se sont alliés pr me tuer zebi ya pas à être romantique comme ça,1
algérie mouvance islamiste bengrina réclame du viagra politique *ابتسامه عرق*,0
alina starkov 9a7ba,1
all eyes on zebi,1
allah y n3el weldik ya lmoustik li raki tdori ghi teht zebi,1
allah yesma7 lina min 7a9 alwalidin,0
allé hop zebi,1
alle politiekers zijn zakkevullers *يتدحرج علي الارض من الضحك* *يتدحرج علي الارض من الضحك*,0
aller à l’autre bout de paris pour un oral de 20 minutes zebi *وجها مقلوبا*,1
aller je me fais troller comme enfant zebi,1
aller pub moi zebi j’ai pris 1 abo moi c’est quoi l’arnaque,1
aller skout,0
aller vite je dois commencer quoi comme animé les frères la j’ai rien a faire chui solo zebi,1
aller zebi,1
aller zverev zebi,1
allergie ta3 zebi,1
allez adam zebi allez,1
allez bonne sieste rdv 4h du mat zebi,1
allez bordel les suisse rendez pas fout marqué zebi,1
allez buildfight au pire zebi,1
allez djoko faut quon aille dormir zebi,1
allez dormir zebi,1
allez j’ai parlé trop vite zebi,1
allez l97baa,1
allez l97baa,1
allez les turc rouster moi ces vendeurs de fiat 500 qui argumente comme ca,0
allez nadal zebi,1
allez ptdrr c bon zebi c quoi cette luck,1
allez va t’faire foutre,0
allez vous faire foutre,0
allume ta télé un peu zebi,1
alors c surtout celui de boris vian connasse,0
alors non pas dans ce sens là zebi,1
alors pourquoi nami est plus presente  que robin zebi on la voit jamais wesh elle est pas developper,1
alors pq zebi ils la developpent pas,1
alors que les bureaux de vote sont tous fermés,0
alzllddkkdisjjzz mddr aerete zebi,1
am happy ur happy zebi,1
amael jte jure c pas son pote zebi,1
amazon qui récupère la 1 zebi c’est incroyable,1
amin vraiment du coup moi et mon frère on lappelle cheikh zebi,1
خارجه ب ميني جوپ و كتقول علاش تبسلو عليا,1
ana bakom kamlin ya wlad l97ab,1
ana bghit ghir nssafer f bladi sans autorisation,0
باراكه من الهضره الخاويه,0
بنت الستاتي بحالها بحال ابيضار,0
كحلوش ماركا عاود ثاني,1
لكم دينكم و لي دين,0
فاك يو برو,1
كورونا اكبر كذبه فالقرن 21,0
ana ila ba9i ntferej fi lmontakhab rani 9a7ba,1
ana kangol kifach had zbi kaydwi 3laa sorat lkahf,1
ana kant7owa lil ma3loumiat,1
ana li dertha l rassi,0
ana maghandir walo khdemtek hadi hh,0
ana ndir lfloss o nta tssena chi chibaniya tsauvik,1
ana nsa9si 3lik w nti tetmnyki,0
art de me pister t’as 90 ans,0
asafe baraka ntle9 nsme3 bilal 7ssen mn hadchi,0
asi snma rah xdoh mn dwar dalna golia ta,0
asi 9wdana9rafjn3ya fin ban bak,1
askiparait le record de revenu generer cest 700millions ils ont dit quil allait le depasser zebi,1
askot 9wd,1
askot 9wd 9oult lik,1
aslan 7esbona m3a zone 1 gha bach nkherjo nderbo m3i9dat ba mbark,0
asmaani bara fout zebi w eb3edni kol ma n9oul haja tji tu critiques alors que houma isalhouni,1
asmae el arabi wla 9lawi drari kayswro wa9ila dok les vidéos gha bchi samsung s3 wkaykhriwna bd7k,1
assahbi des fois kangoul maymknch,0
assez d’accord avec le premier tweet mais après c la décadence zebi,1
associations de malfaiteurs zebi,1
astaghfirullah je vois toute les meufs de ma tl sur tiktok laissez moi trql y’a zebi,1
ataskot awld 9ahba ma9ad 3la walo zem krk ana aidat lik loca ji ya weldb9ahba wla gha blabla,1
atay dial walida makaynch bhalo,0
atkhrali bl khel3a w stress wakha khdemt for this exam hyyper,1
atlanta arrêtez de vous chier dessus zebi,1
au revoir tbronza lia m3a rassek you deserve all the best,0
au states les noirs ont les affirmative actions contrairement au arabes ne france,1
au truc plage zebi t pas prêt d’en voir une,1
aya faut quon se capte un de ces 4 t trop belle jsp si jtai deja dit bref jsuis trop de bonne humeur ce soir zebi,1
aya jviens dvoire la video de la gadji de 14 piges qui sfait egorgé zebi c terrible,1
aya mchi 9wd ter9od w *فرح*,1
aya roh nikyemak mesri tae zebi,1
ayez la flemme zebi,1
aylo7 ghir l 9lawi,1
aytsedou l7awnt tfou hh,0
azbi dowzt yomayn meak blama nchki ach hadchi,1
azbi kifach dik la video legal ga3,1
azbi tl3ouli f kri had spaces kula nhar w eezazin eliya,1
azga kifach hadchi mafkhbarich,0
azi jsuis bras rouge le mois prochain follow y’a zebi,1
azy nvm matkheliwch meme pas wahed ykhemem ytoub ya zebi,1
b7al lharibat m3a swa3da ybat,1
bah à ce point zebi,1
bah frere tu joue a un fps kestufou dans une tornade zebi,1
bah heureusement car je me poser vraiment des questions pk il faisait sa zebi,1
bah ils sont bcp zebi pcq jul jusquà my world cest révolutionnaire,1
bah je sais que jsuis dans la zebi nsm au moin jsuis bien habiller *تنهد*,1
bah oaui wallah vas au bled que des gros merco audi bmw zebi,1
bah oe toi aussi tu t’en blc de toi oh zebi la santé avant toit,1
banlya anrj3o l’coté m3a had l’euro m9awda 3lina nit nzido ntrzaw,1
bapart si il la lâche en une touche wilfried le chien il meurt je crois zebi,1
bara 9awed zabour omok l9a7ba tfou a3lik w jed weldik *وجه شد*,1
bara nayek sayeb zebi ahgerni meni genant ou dra chneya bloquer zebi,1
bara nayek yezi mel bleda ya si zebi *فرح*,1
bara neyek yai zebi y ai kelb,1
baraka safi 3yit,0
bari arj3i lahssi franca ou sayeb zebi nya zabour omok,1
bas zebi,1
battlefield 2042 est ancé,0
bayna ykon ja yqolik anban flil bash maybansh,0
bdjfuejejejje un malade mental ta trop faim,1
be careful khouya shaun you re going against the devil himself,0
be you wela mchy 9wd maendich w9t bh ndecouvrik k dyr,1
be3tok l zebi nta,1
beat m9wd wlkn,1
betbi3a bech enikouhom e zebi ah mela yest5aylou bel mahrez mtehom bech igedouna h,1
bghina excelsior azbi,1
bghina ti9ar a zabbi,1
bghit chi nhar to ask everyone here about the meaning of their usernames,0
bghit n9ra,0
bghit nbousha,0
bghit nchri blackberry u nrmi had téléphone maendi mandir b ta réseau social d zeb,1
bghit ne9ra f lmedrassa decrite par tkoun fiha chwia d lrose w chwia d chibi,0
bghit nkoun sekran instead ana kan9ra layn3el taboun mo l3alam had nhar,1
bghit nmchi l italie,0
bghit nn3s manfi9 tal gheda il fait trop chaud wlh je suffoque,0
bghit ntaher zamel bouya,1
bghit ntkhlwa lqit rassi ki nmel sakn fdes blocs,0
bghit nwli 3zi ghir bach tbe3ed mni chniwla,1
bh à boulogne zebi,1
bh oe zebi jmen rappelle,1
bh va te faire foutre alors,1
bnadm jato fchkla warah vrai azbi,1
bnadm kaydir sway3 ya zebi *جمجمه*,1
bnadm tam3 ftomobil m9wda wana knt kan7chm ngol l‚Äôwalid khasni ala 7asiba 3ilmiya hh,1
bronzer dans le jardin zebi,1
brreb i7ta rak m9wed,1
c’est la gaypride dyal walou,1
c’est légal au pays bas al 9lawi,1
c’est les turcs qui jouent à l’italienne c’est le monde à l’envers ou quoi ya zebi,1
c’est ma mère qui conduit ma voiture pas une vieille pute,1
c’est moi ou tout le monde était à un mariage aujourd’hui zebi,1
ça cest mon flow légendaire qui a fais son effet *نظارات شمسيه*,0
ca commence à me fatigue je cherche des sandwich au thon il y a que du jambon zebi,1
ça date zebi,1
ça donne envie ya zebi,1
ça dure pas assez longtemps zebi,1
ça fais une semaine g commencer mes exams ça dure 3 semaines zebi,1
ça fait 1 heure que je dois être au bloc plus jattends plus le stresse monte zebi,1
ca fait 1h je souffre zebi je suis dans un droit ça pue le goût de chicha lady killer wallah il me donne des nausées ce goût de merde,1
ca fait 1smaine j’dois aller a la banque zebi,1
ça fait 3 j déjà *ابتسامه عرق* c’est un truc de fou en vrais tu sais même pas s’qui te mettent zebi *تنهد*,1
ça fait des jours que le chat quà maravé mon bébé revient encore et encore devant la maison là il miaule,0
ça fait du bien de faire de la moto zebi,1
ça fait peur zebi,1
ça fait peur zebi finalement jai regardé sailor moon sur netflix absolument faux,1
ça fait trop de bien de se remettre en action zebi,1
ca ft peur zebi,1
ça gaz les tiktok pour la planta vous forcez zebi,1
ca lache des romans zebi,1
ça m’a ft trop rire zebi,1
ça m’avait trop manqué zebi,1
ça m’saoule de me lever tôt j’vais me mettre dans l’argent facile,0
ça marche *قبضه* *العلم للمغرب*,0
ça marche pas zebi,1
ça me brûle les doigts de le dire mais j’aime trop les béliers zebi,1
ca me degoute laissez lui faire sa carriere tranquille zebi,1
ça me dépasse ya zebi comment ça tu enlève internet a 40 millions de personnes a cause du bac,1
ca mec khelli l’iran b3id 3lik,0
ça ménerve je cherche depuis tout à lheure cétait écris coluche zebi mais merci,1
ca met trop le seum ptn hier jai oublier mon chargeur zebi,1
ça ouvre dans deux jours zebi,1
ça part en couilles,1
ca part part couilles,1
ch3al yabgho fransa hahah ki zebi dayrin,1
ch7aal hadi dertha w salit,0
ch7al t7abou rokhs ya zebi cha3b madloul *التعابير* *عكس اليد مع الاصبع الاوسط الموسعه* *رمز تعبيري معدل ثلاثه*,1
chap m9wed nari shin hay 7wi bnadem kanki goat,1
charef tah zebi,1
chbi 3os omek enta cherr nayek ab3ed zebi,1
chdatni zemla,1
cheb zebi la faute diali,1
cheb zebi mqewed h,1
cheft chabiba kanou yra7bou wkda zebi,1
cheft ya zebi,1
cherche travail car fac baise moi,1
chez moi ils ont trop la confiance zebi dès que je veux me coucher ils viennent tous sinstaller dans la chambre,1
chfti ch7al sahla tban 9ari a zebi knt gham9 3likom sdbsjdbsjdbskd,1
chftni manripondich 3lik koul matb3tli ablokini ou 9wd *ابتسامه* *قلب*  *نار*,1
